Time	VHM0	dqf_VHM0	fqf_VHM0	VTPK	dqf_VTPK	fqf_VTPK	VTM02	dqf_VTM02	fqf_VTM02	VPED	dqf_VPED	fqf_VPED	VPSP	dqf_VPSP	fqf_VPSP	VZMX	dqf_VZMX	fqf_VZMX	VTZM	dqf_VTZM	fqf_VTZM	VH110	dqf_VH110	fqf_VH110	VAVH	dqf_VAVH	fqf_VAVH	VAVT	dqf_VAVT	fqf_VAVT	VTZA	dqf_VTZA	fqf_VTZA	VMDR	dqf_VMDR	fqf_VMDR	VHZA	dqf_VHZA	fqf_VHZA	VZNW	dqf_VZNW	fqf_VZNW	SLEV_H1	dqf_SLEV_H1	fqf_SLEV_H1	SLEV_H10	dqf_SLEV_H10	fqf_SLEV_H10
202411160609	2.3982	1010000000011110	1	 6.667	1010000000011111	1	5.160	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.8284	1010000000011110	1	2.3126	1010000000011110	1	6.160	1010000000011110	1	5.110	1010000000011110	1	-999.000	9999999999999999	9	1.5104	1010000000011110	1	233.000	1010000000010000	1	 0.507	1010000000010100	1	 0.500	1010000000010100	1
202411160610	2.3063	1010000000011110	1	 6.667	1010000000011111	1	5.100	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.7589	1010000000011110	1	2.2296	1010000000011110	1	6.190	1010000000011110	1	5.040	1010000000011110	1	-999.000	9999999999999999	9	1.4501	1010000000011110	1	237.000	1010000000010000	1	 0.532	1010000000010100	1	 0.503	1010000000010100	1
202411160611	2.2622	1010000000011110	1	 6.667	1010000000011111	1	5.020	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.7461	1010000000011110	1	2.2240	1010000000011110	1	6.120	1010000000011110	1	4.970	1010000000011110	1	-999.000	9999999999999999	9	1.4323	1010000000011110	1	241.000	1010000000010000	1	 0.496	1010000000010100	1	 0.508	1010000000010100	1
202411160612	2.2541	1010000000011110	1	 6.667	1010000000011111	1	5.030	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.7566	1010000000011110	1	2.2272	1010000000011110	1	6.060	1010000000011110	1	4.920	1010000000011110	1	-999.000	9999999999999999	9	1.4271	1010000000011110	1	243.000	1010000000010000	1	 0.513	1010000000010100	1	 0.511	1010000000010100	1
202411160613	2.3227	1010000000011110	1	 6.667	1010000000011111	1	5.070	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.7980	1010000000011110	1	2.2836	1010000000011110	1	6.100	1010000000011110	1	4.970	1010000000011110	1	-999.000	9999999999999999	9	1.4613	1010000000011110	1	240.000	1010000000010000	1	 0.525	1010000000010100	1	 0.514	1010000000010100	1
202411160614	2.2861	1010000000011110	1	 6.667	1010000000011111	1	5.070	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.7315	1010000000011110	1	2.2542	1010000000011110	1	6.150	1010000000011110	1	4.960	1010000000011110	1	-999.000	9999999999999999	9	1.4494	1010000000011110	1	240.000	1010000000010000	1	 0.511	1010000000010100	1	 0.521	1010000000010100	1
202411160615	2.3268	1010000000011110	1	 6.250	1010000000011111	1	5.080	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.7486	1010000000011110	1	2.2542	1010000000011110	1	6.100	1010000000011110	1	4.960	1010000000011110	1	-999.000	9999999999999999	9	1.4608	1010000000011110	1	241.000	1010000000010000	1	 0.524	1010000000010100	1	 0.526	1010000000010100	1
202411160616	2.3736	1010000000011110	1	 6.250	1010000000011111	1	5.090	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.7642	1010000000011110	1	2.2530	1010000000011110	1	6.040	1010000000011110	1	4.920	1010000000011110	1	-999.000	9999999999999999	9	1.4522	1010000000011110	1	242.000	1010000000010000	1	 0.515	1010000000010100	1	 0.531	1010000000010100	1
202411160617	2.2618	1010000000011110	1	 6.667	1010000000011111	1	5.000	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.7182	1010000000011110	1	2.1826	1010000000011110	1	5.970	1010000000011110	1	4.860	1010000000011110	1	-999.000	9999999999999999	9	1.4026	1010000000011110	1	245.000	1010000000010000	1	 0.526	1010000000010100	1	 0.536	1010000000010100	1
202411160618	2.2407	1010000000011110	1	 6.667	1010000000011111	1	4.960	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.6954	1010000000011110	1	2.1657	1010000000011110	1	5.930	1010000000011110	1	4.780	1010000000011110	1	-999.000	9999999999999999	9	1.3836	1010000000011110	1	249.000	1010000000010000	1	 0.555	1010000000010100	1	 0.540	1010000000010100	1
202411160619	2.2640	1010000000011110	1	 6.667	1010000000011111	1	5.000	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.6935	1010000000011110	1	2.1597	1010000000011110	1	5.920	1010000000011110	1	4.780	1010000000011110	1	-999.000	9999999999999999	9	1.3840	1010000000011110	1	250.000	1010000000010000	1	 0.551	1010000000010100	1	 0.547	1010000000010100	1
202411160620	2.2696	1010000000011110	1	 6.667	1010000000011111	1	5.000	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.6923	1010000000011110	1	2.1476	1010000000011110	1	5.880	1010000000011110	1	4.820	1010000000011110	1	-999.000	9999999999999999	9	1.3788	1010000000011110	1	248.000	1010000000010000	1	 0.553	1010000000010100	1	 0.557	1010000000010100	1
202411160621	2.2158	1010000000011110	1	 6.667	1010000000011111	1	5.000	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.7039	1010000000011110	1	2.1767	1010000000011110	1	5.900	1010000000011110	1	4.850	1010000000011110	1	-999.000	9999999999999999	9	1.3954	1010000000011110	1	246.000	1010000000010000	1	 0.561	1010000000010100	1	 0.565	1010000000010100	1
202411160622	2.2231	1010000000011110	1	 6.250	1010000000011111	1	5.030	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.7401	1010000000011110	1	2.1946	1010000000011110	1	5.940	1010000000011110	1	4.860	1010000000011110	1	-999.000	9999999999999999	9	1.4068	1010000000011110	1	246.000	1010000000010000	1	 0.545	1010000000010100	1	 0.572	1010000000010100	1
202411160623	2.3255	1010000000011110	1	 6.667	1010000000011111	1	5.110	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.7432	1010000000011110	1	2.2092	1010000000011110	1	5.910	1010000000011110	1	4.880	1010000000011110	1	-999.000	9999999999999999	9	1.4156	1010000000011110	1	245.000	1010000000010000	1	 0.619	1010000000010100	1	 0.581	1010000000010100	1
202411160624	2.2808	1010000000011110	1	 6.667	1010000000011111	1	5.070	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.8013	1010000000011110	1	2.2407	1010000000011110	1	5.980	1010000000011110	1	4.870	1010000000011110	1	-999.000	9999999999999999	9	1.4235	1010000000011110	1	245.000	1010000000010000	1	 0.573	1010000000010100	1	 0.585	1010000000010100	1
202411160625	2.2664	1010000000011110	1	 6.250	1010000000011111	1	5.070	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.8060	1010000000011110	1	2.2477	1010000000011110	1	5.970	1010000000011110	1	4.930	1010000000011110	1	-999.000	9999999999999999	9	1.4210	1010000000011110	1	242.000	1010000000010000	1	 0.599	1010000000010100	1	 0.592	1010000000010100	1
202411160626	2.3920	1010000000011110	1	 6.667	1010000000011111	1	5.150	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.8204	1010000000011110	1	2.2993	1010000000011110	1	5.980	1010000000011110	1	4.960	1010000000011110	1	-999.000	9999999999999999	9	1.4476	1010000000011110	1	241.000	1010000000010000	1	 0.608	1010000000010100	1	 0.601	1010000000010100	1
202411160627	2.3684	1010000000011110	1	 6.667	1010000000011111	1	5.150	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6159	1010000000011110	1	6.470	1010000000011110	1	2.8093	1010000000011110	1	2.2856	1010000000011110	1	5.960	1010000000011110	1	4.950	1010000000011110	1	-999.000	9999999999999999	9	1.4474	1010000000011110	1	242.000	1010000000010000	1	 0.598	1010000000010100	1	 0.604	1010000000010100	1
202411160628	2.3519	1010000000011110	1	 6.667	1010000000011111	1	5.090	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.6160	1010000000011110	1	6.470	1010000000011110	1	2.8260	1010000000011110	1	2.2920	1010000000011110	1	5.940	1010000000011110	1	4.930	1010000000011110	1	-999.000	9999999999999999	9	1.4380	1010000000011110	1	242.000	1010000000010000	1	 0.641	1010000000010100	1	 0.612	1010000000010100	1
202411160629	2.2653	1010000000011110	1	 6.667	1010000000011111	1	5.040	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.4287	1010000000011110	1	6.460	1010000000011110	1	2.7703	1010000000011110	1	2.2375	1010000000011110	1	5.960	1010000000011110	1	4.930	1010000000011110	1	-999.000	9999999999999999	9	1.4101	1010000000011110	1	243.000	1010000000010000	1	 0.600	1010000000010100	1	 0.616	1010000000010100	1
202411160630	2.2915	1010000000011110	1	 6.667	1010000000011111	1	5.070	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.4288	1010000000011110	1	6.460	1010000000011110	1	2.7746	1010000000011110	1	2.2650	1010000000011110	1	6.000	1010000000011110	1	4.980	1010000000011110	1	-999.000	9999999999999999	9	1.4470	1010000000011110	1	240.000	1010000000010000	1	 0.593	1010000000010100	1	 0.621	1010000000010100	1
202411160631	2.2722	1010000000011110	1	 6.667	1010000000011111	1	5.020	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.4287	1010000000011110	1	6.460	1010000000011110	1	2.7573	1010000000011110	1	2.2492	1010000000011110	1	5.990	1010000000011110	1	5.010	1010000000011110	1	-999.000	9999999999999999	9	1.4561	1010000000011110	1	239.000	1010000000010000	1	 0.651	1010000000010100	1	 0.625	1010000000010100	1
202411160632	2.2590	1010000000011110	1	 6.667	1010000000011111	1	5.020	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.4287	1010000000011110	1	6.460	1010000000011110	1	2.7694	1010000000011110	1	2.2712	1010000000011110	1	6.070	1010000000011110	1	5.070	1010000000011110	1	-999.000	9999999999999999	9	1.4873	1010000000011110	1	236.000	1010000000010000	1	 0.609	1010000000010100	1	 0.630	1010000000010100	1
202411160633	2.3429	1010000000011110	1	 6.667	1010000000011111	1	5.070	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.4287	1010000000011110	1	6.460	1010000000011110	1	2.7878	1010000000011110	1	2.2619	1010000000011110	1	6.000	1010000000011110	1	4.980	1010000000011110	1	-999.000	9999999999999999	9	1.4711	1010000000011110	1	240.000	1010000000010000	1	 0.649	1010000000010100	1	 0.632	1010000000010100	1
202411160634	2.2954	1010000000011110	1	 6.667	1010000000011111	1	5.040	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.4262	1010000000011110	1	6.450	1010000000011110	1	2.7443	1010000000011110	1	2.2187	1010000000011110	1	5.940	1010000000011110	1	4.930	1010000000011110	1	-999.000	9999999999999999	9	1.4441	1010000000011110	1	243.000	1010000000010000	1	 0.643	1010000000010100	1	 0.639	1010000000010100	1
202411160635	2.2785	1010000000011110	1	 6.667	1010000000011111	1	4.970	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.4287	1010000000011110	1	6.460	1010000000011110	1	2.7849	1010000000011110	1	2.2467	1010000000011110	1	5.920	1010000000011110	1	4.940	1010000000011110	1	-999.000	9999999999999999	9	1.4479	1010000000011110	1	242.000	1010000000010000	1	 0.649	1010000000010100	1	 0.640	1010000000010100	1
202411160636	2.3057	1010000000011110	1	 6.667	1010000000011111	1	5.030	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.4287	1010000000011110	1	6.460	1010000000011110	1	2.8023	1010000000011110	1	2.2568	1010000000011110	1	5.950	1010000000011110	1	4.970	1010000000011110	1	-999.000	9999999999999999	9	1.4603	1010000000011110	1	241.000	1010000000010000	1	 0.648	1010000000010100	1	 0.645	1010000000010100	1
202411160637	2.4011	1010000000011110	1	 6.667	1010000000011111	1	5.140	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.4287	1010000000011110	1	6.460	1010000000011110	1	2.8074	1010000000011110	1	2.2805	1010000000011110	1	5.960	1010000000011110	1	4.960	1010000000011110	1	-999.000	9999999999999999	9	1.4836	1010000000011110	1	241.000	1010000000010000	1	 0.631	1010000000010100	1	 0.654	1010000000010100	1
202411160638	2.3331	1010000000011110	1	 6.667	1010000000011111	1	5.070	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.4244	1010000000011110	1	6.450	1010000000011110	1	2.8073	1010000000011110	1	2.2571	1010000000011110	1	5.960	1010000000011110	1	4.950	1010000000011110	1	-999.000	9999999999999999	9	1.4651	1010000000011110	1	241.000	1010000000010000	1	 0.674	1010000000010100	1	 0.660	1010000000010100	1
202411160639	2.3323	1010000000011110	1	 6.667	1010000000011111	1	5.030	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.4287	1010000000011110	1	6.460	1010000000011110	1	2.8122	1010000000011110	1	2.2795	1010000000011110	1	6.040	1010000000011110	1	4.960	1010000000011110	1	-999.000	9999999999999999	9	1.4757	1010000000011110	1	240.000	1010000000010000	1	 0.662	1010000000010100	1	 0.665	1010000000010100	1
202411160640	2.3433	1010000000011110	1	 6.667	1010000000011111	1	5.110	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.4287	1010000000011110	1	6.460	1010000000011110	1	2.8315	1010000000011110	1	2.2868	1010000000011110	1	6.100	1010000000011110	1	4.980	1010000000011110	1	-999.000	9999999999999999	9	1.4824	1010000000011110	1	240.000	1010000000010000	1	 0.636	1010000000010100	1	 0.669	1010000000010100	1
202411160641	2.3303	1010000000011110	1	 6.667	1010000000011111	1	5.040	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.4287	1010000000011110	1	6.460	1010000000011110	1	2.8472	1010000000011110	1	2.2733	1010000000011110	1	6.040	1010000000011110	1	4.900	1010000000011110	1	-999.000	9999999999999999	9	1.4651	1010000000011110	1	242.000	1010000000010000	1	 0.707	1010000000010100	1	 0.670	1010000000010100	1
202411160642	2.2471	1010000000011110	1	 6.667	1010000000011111	1	4.950	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3862	1010000000011110	1	6.400	1010000000011110	1	2.8041	1010000000011110	1	2.2334	1010000000011110	1	6.000	1010000000011110	1	4.890	1010000000011110	1	-999.000	9999999999999999	9	1.4417	1010000000011110	1	244.000	1010000000010000	1	 0.673	1010000000010100	1	 0.678	1010000000010100	1
202411160643	2.2807	1010000000011110	1	 6.667	1010000000011111	1	4.990	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.3862	1010000000011110	1	6.400	1010000000011110	1	2.8033	1010000000011110	1	2.2333	1010000000011110	1	5.990	1010000000011110	1	4.880	1010000000011110	1	-999.000	9999999999999999	9	1.4422	1010000000011110	1	245.000	1010000000010000	1	 0.680	1010000000010100	1	 0.686	1010000000010100	1
202411160644	2.3035	1010000000011110	1	 6.667	1010000000011111	1	5.010	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.1806	1010000000011110	1	6.780	1010000000011110	1	2.7547	1010000000011110	1	2.2123	1010000000011110	1	6.020	1010000000011110	1	4.920	1010000000011110	1	-999.000	9999999999999999	9	1.4515	1010000000011110	1	242.000	1010000000010000	1	 0.708	1010000000010100	1	 0.689	1010000000010100	1
202411160645	2.3194	1010000000011110	1	 6.667	1010000000011111	1	4.990	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.1806	1010000000011110	1	6.780	1010000000011110	1	2.7545	1010000000011110	1	2.2231	1010000000011110	1	6.020	1010000000011110	1	4.930	1010000000011110	1	-999.000	9999999999999999	9	1.4656	1010000000011110	1	243.000	1010000000010000	1	 0.676	1010000000010100	1	 0.695	1010000000010100	1
202411160646	2.2682	1010000000011110	1	 5.882	1010000000011111	1	4.960	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.5165	1010000000011110	1	5.940	1010000000011110	1	2.7774	1010000000011110	1	2.2060	1010000000011110	1	5.990	1010000000011110	1	4.960	1010000000011110	1	-999.000	9999999999999999	9	1.4696	1010000000011110	1	241.000	1010000000010000	1	 0.679	1010000000010100	1	 0.704	1010000000010100	1
202411160647	2.3240	1010000000011110	1	 6.667	1010000000011111	1	5.030	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.5165	1010000000011110	1	5.940	1010000000011110	1	2.8043	1010000000011110	1	2.2354	1010000000011110	1	6.010	1010000000011110	1	5.020	1010000000011110	1	-999.000	9999999999999999	9	1.4867	1010000000011110	1	239.000	1010000000010000	1	 0.716	1010000000010100	1	 0.703	1010000000010100	1
202411160648	2.3522	1010000000011110	1	 6.667	1010000000011111	1	5.050	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8836	1010000000011110	1	2.2645	1010000000011110	1	6.020	1010000000011110	1	5.030	1010000000011110	1	-999.000	9999999999999999	9	1.5013	1010000000011110	1	238.000	1010000000010000	1	 0.702	1010000000010100	1	 0.708	1010000000010100	1
202411160649	2.3732	1010000000011110	1	 6.667	1010000000011111	1	5.020	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8848	1010000000011110	1	2.2679	1010000000011110	1	5.980	1010000000011110	1	4.940	1010000000011110	1	-999.000	9999999999999999	9	1.4946	1010000000011110	1	241.000	1010000000010000	1	 0.736	1010000000010100	1	 0.711	1010000000010100	1
202411160650	2.3872	1010000000011110	1	 6.667	1010000000011111	1	5.070	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8984	1010000000011110	1	2.2881	1010000000011110	1	6.040	1010000000011110	1	4.980	1010000000011110	1	-999.000	9999999999999999	9	1.5113	1010000000011110	1	240.000	1010000000010000	1	 0.720	1010000000010100	1	 0.718	1010000000010100	1
202411160651	2.3564	1010000000011110	1	 6.667	1010000000011111	1	5.010	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7263	1010000000011110	1	6.190	1010000000011110	1	2.9428	1010000000011110	1	2.3251	1010000000011110	1	6.100	1010000000011110	1	4.990	1010000000011110	1	-999.000	9999999999999999	9	1.5210	1010000000011110	1	235.000	1010000000010000	1	 0.699	1010000000010100	1	 0.726	1010000000010100	1
202411160652	2.3126	1010000000011110	1	 6.667	1010000000011111	1	5.030	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.9261	1010000000011110	1	2.3114	1010000000011110	1	6.120	1010000000011110	1	5.050	1010000000011110	1	-999.000	9999999999999999	9	1.5182	1010000000011110	1	233.000	1010000000010000	1	 0.728	1010000000010100	1	 0.728	1010000000010100	1
202411160653	2.3095	1010000000011110	1	 6.667	1010000000011111	1	5.020	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8775	1010000000011110	1	2.2780	1010000000011110	1	6.030	1010000000011110	1	5.050	1010000000011110	1	-999.000	9999999999999999	9	1.5066	1010000000011110	1	231.000	1010000000010000	1	 0.728	1010000000010100	1	 0.731	1010000000010100	1
202411160654	2.2856	1010000000011110	1	 6.667	1010000000011111	1	5.020	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8840	1010000000011110	1	2.2966	1010000000011110	1	6.040	1010000000011110	1	5.080	1010000000011110	1	-999.000	9999999999999999	9	1.5127	1010000000011110	1	231.000	1010000000010000	1	 0.765	1010000000010100	1	 0.738	1010000000010100	1
202411160655	2.3074	1010000000011110	1	 6.667	1010000000011111	1	5.030	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7184	1010000000011110	1	6.190	1010000000011110	1	2.8481	1010000000011110	1	2.2721	1010000000011110	1	6.060	1010000000011110	1	5.110	1010000000011110	1	-999.000	9999999999999999	9	1.5103	1010000000011110	1	230.000	1010000000010000	1	 0.726	1010000000010100	1	 0.743	1010000000010100	1
202411160656	2.3328	1010000000011110	1	 6.667	1010000000011111	1	5.010	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8910	1010000000011110	1	2.3037	1010000000011110	1	6.050	1010000000011110	1	5.140	1010000000011110	1	-999.000	9999999999999999	9	1.5266	1010000000011110	1	228.000	1010000000010000	1	 0.727	1010000000010100	1	 0.745	1010000000010100	1
202411160657	2.2162	1010000000011110	1	 6.250	1010000000011111	1	4.970	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8868	1010000000011110	1	2.2887	1010000000011110	1	6.070	1010000000011110	1	5.160	1010000000011110	1	-999.000	9999999999999999	9	1.5139	1010000000011110	1	227.000	1010000000010000	1	 0.759	1010000000010100	1	 0.754	1010000000010100	1
202411160658	2.3170	1010000000011110	1	 6.250	1010000000011111	1	5.000	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.9101	1010000000011110	1	2.3160	1010000000011110	1	6.120	1010000000011110	1	5.240	1010000000011110	1	-999.000	9999999999999999	9	1.5414	1010000000011110	1	224.000	1010000000010000	1	 0.768	1010000000010100	1	 0.761	1010000000010100	1
202411160659	2.3138	1010000000011110	1	 6.250	1010000000011111	1	4.990	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7136	1010000000011110	1	6.180	1010000000011110	1	2.9193	1010000000011110	1	2.3271	1010000000011110	1	6.000	1010000000011110	1	5.240	1010000000011110	1	-999.000	9999999999999999	9	1.5527	1010000000011110	1	224.000	1010000000010000	1	 0.773	1010000000010100	1	 0.765	1010000000010100	1
202411160700	2.3669	1010000000011110	1	 6.250	1010000000011111	1	5.050	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8904	1010000000011110	1	2.3261	1010000000011110	1	6.060	1010000000011110	1	5.260	1010000000011110	1	-999.000	9999999999999999	9	1.5565	1010000000011110	1	223.000	1010000000010000	1	 0.771	1010000000010100	1	 0.771	1010000000010100	1
202411160701	2.2816	1010000000011110	1	 6.250	1010000000011111	1	4.990	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8473	1010000000011110	1	2.3014	1010000000011110	1	6.050	1010000000011110	1	5.240	1010000000011110	1	-999.000	9999999999999999	9	1.5321	1010000000011110	1	222.000	1010000000010000	1	 0.772	1010000000010100	1	 0.778	1010000000010100	1
202411160702	2.2638	1010000000011110	1	 6.250	1010000000011111	1	4.990	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8416	1010000000011110	1	2.2915	1010000000011110	1	6.030	1010000000011110	1	5.210	1010000000011110	1	-999.000	9999999999999999	9	1.5300	1010000000011110	1	225.000	1010000000010000	1	 0.793	1010000000010100	1	 0.787	1010000000010100	1
202411160703	2.3182	1010000000011110	1	 6.250	1010000000011111	1	5.040	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8437	1010000000011110	1	2.2989	1010000000011110	1	6.010	1010000000011110	1	5.250	1010000000011110	1	-999.000	9999999999999999	9	1.5257	1010000000011110	1	224.000	1010000000010000	1	 0.779	1010000000010100	1	 0.792	1010000000010100	1
202411160704	2.2594	1010000000011110	1	 6.250	1010000000011111	1	4.970	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8568	1010000000011110	1	2.2931	1010000000011110	1	6.010	1010000000011110	1	5.250	1010000000011110	1	-999.000	9999999999999999	9	1.5191	1010000000011110	1	224.000	1010000000010000	1	 0.789	1010000000010100	1	 0.795	1010000000010100	1
202411160705	2.3043	1010000000011110	1	 6.250	1010000000011111	1	5.010	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8598	1010000000011110	1	2.3096	1010000000011110	1	5.980	1010000000011110	1	5.270	1010000000011110	1	-999.000	9999999999999999	9	1.5396	1010000000011110	1	223.000	1010000000010000	1	 0.795	1010000000010100	1	 0.803	1010000000010100	1
202411160706	2.3184	1010000000011110	1	 6.250	1010000000011111	1	5.000	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.8179	1010000000011110	1	2.2956	1010000000011110	1	5.980	1010000000011110	1	5.250	1010000000011110	1	-999.000	9999999999999999	9	1.5272	1010000000011110	1	224.000	1010000000010000	1	 0.852	1010000000010100	1	 0.805	1010000000010100	1
202411160707	2.2672	1010000000011110	1	 6.250	1010000000011111	1	4.950	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.7166	1010000000011110	1	6.180	1010000000011110	1	2.7982	1010000000011110	1	2.2856	1010000000011110	1	5.980	1010000000011110	1	5.270	1010000000011110	1	-999.000	9999999999999999	9	1.5331	1010000000011110	1	223.000	1010000000010000	1	 0.795	1010000000010100	1	 0.811	1010000000010100	1
202411160708	2.1922	1010000000011110	1	 6.250	1010000000011111	1	4.910	1010000000011111	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9	3.2575	1010000000011110	1	5.390	1010000000011110	1	2.7042	1010000000011110	1	2.2460	1010000000011110	1	5.940	1010000000011110	1	5.210	1010000000011110	1	-999.000	9999999999999999	9	1.5050	1010000000011110	1	226.000	1010000000010000	1	 0.811	1010000000010100	1	 0.816	1010000000010100	1
